OBJECTID,Company,Address,City,State,Zip,Phone,Latitude,Longitude,Recovery,Landfill,C&D,Composting,Demolition,Electronics,HHW,Metals,Tires,Transfer Station,Vehicles,LF-C&D,LF-HW,LF-MSW,Region,DDRT_ID,x,y
9966,Fleet Tire,385 Mount Zion Rd,Florence,KY,41042,859-371-8300,38.956243,-84.628753,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8b2df0db-330c-4044-a8fa-6751a05f39c9,-9420830.7162,4715407.8355
9968,Michel Tires Plus,8301 US Highway 42,Florence,KY,41042,859-282-0800,38.980519,-84.652839,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1970c3ce-5091-4d98-9cd6-5856967886a1,-9423511.9596,4718883.6133
9969,Pep Boys,832 Heights Blvd,Florence,KY,41042,859-647-9977,38.987678,-84.649724,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8a95e06d-0599-4e7a-bce1-a7cfe1d82e31,-9423165.1993,4719908.8488
9971,Saf T Auto,7209 Burlington Pike,Florence,KY,41042,859-525-8060,39.002885,-84.631042,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,79cf4658-00e2-49a7-8aa1-7d9edcbcd6c5,-9421085.5276,4722086.9775
9972,Sears,3000 Mall Rd,Florence,KY,41042,859-525-4528,39.003212,-84.652144,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,f0a1a9b9-6a5f-469e-964b-d58acd4e1b0c,-9423434.5929,4722133.8192
9973,Smith&#x27;s High Tech Automotive,5980 Merchant Dr,Florence,KY,41042,859-371-8998,39.007591,-84.656698,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,65fe1a28-d38c-4e04-a522-b72b2f1de7aa,-9423941.5422,4722761.1216
9974,Tire Discounters,5991 Fuller St,Florence,KY,41042,859-647-6333,39.0062,-84.656006,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,372ac226-def6-4bd1-a4ab-3c6f4ee8befe,-9423864.5091,4722561.8531
9975,Mastertech Autocare,1513 Alexandria Pike,Fort Thomas,KY,41075,859-781-8863,39.053779,-84.449002,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5065f756-1ad5-4477-87c3-6702f0c43cdc,-9400820.9163,4729380.0348
9976,Michel Tires Plus,96 Alexandria Pike,Fort Thomas,KY,41075,859-781-6400,39.068764,-84.466824,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,10069e70-f16f-423c-810b-24cc47acad0d,-9402804.8537,4731528.3701
9977,Bob Sumerel Tire &amp; Service,476 Orphanage Rd,Fort Wright,KY,41017,859-341-6222,39.032242,-84.535729,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,95a67d1d-668f-475c-bc47-05555dcf4bf6,-9410475.3272,4726293.164
10062,Rumpke,1101 West Oak St,Louisville,KY,40210,800-828-8171,38.236087,-85.771709,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,4,bc715a47-6bea-44d9-b760-34ab7e1b53af,-9548064.0589,4612832.9472
10100,Firestone Tire,61 Carothers Rd,Newport,KY,41071,859-491-1400,39.085714,-84.479818,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,42721904-aec8-4d2a-9e96-da60084414f1,-9404251.3403,4733958.9691
10101,Raaker Tire,1002 Park Ave,Newport,KY,41071,859-292-0224,39.089845,-84.483466,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4d5ff806-aec4-4e4c-8165-3de81f52661c,-9404657.4342,4734551.4353
10160,Al&#x27;s Garage,13121 Walton Verona Rd,Walton,KY,41094,859-493-5300,38.853593,-84.625073,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,f9de31bf-37b6-40e8-8994-18b5f9384466,-9420421.0586,4700723.8033
10161,Complete Auto Care,14120 Dixie Hwy,Walton,KY,41094,859-356-9026,38.925983,-84.627748,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,dacf9dda-8998-4e9a-b954-08d7ccda1ee9,-9420718.8396,4711076.9496
10293,Cowboy and Cowgirl Swings,144 Thomasville Rd,Florence,MS,39073,601-923-3202,32.1578374033,-90.0227850185,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3a353dd8-0052-4462-8565-7e9312c875e7,-10021291.2229,3784047.892
10309,Lee &amp; Sons Mobile Tire Processing,19452 Doug Lee Rd,Saucier,MS,39574,228-831-4695,30.5706336706,-89.2188095854,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,29d298a9-ea2c-4a9a-9e34-18fd369e5af8,-9931793.0541,3577113.1188
10314,Triplett&#x27;s Waste Tire Processing Facility,20100 Doug Lee Rd,Saucier,MS,39574,228-328-2171,30.5749753898,-89.2199054346,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,6d8594e7-66d4-429c-b9c3-39b4c75664f2,-9931915.0436,3577674.4746
10321,Liberty Tire Recycling,2058 MS-145,Saltillo,MS,38866,622-869-1860,34.4016342625,-88.6864844757,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,41bebfaf-bff9-4da8-ab46-a8d5560a40dc,-9872534.9,4082860.901
10332,MS Tire Recycling,2845 Meter Rd,Jackson,MS,39204,601-352-7165,32.2656376167,-90.2063848886,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,e967c7c1-032e-4575-a0a4-cdb4042f5458,-10041729.4733,3798231.201
10335,Fairley&#x27;s Tire and Rubber Disposal LLC,300 Worth Nall Rd,Lumberton,MS,39455,601-796-5452,30.9395868913,-89.3273897925,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,09b2ed81-6a17-4630-aa86-53f570b9b48d,-9943880.1526,3624906.5676
10509,Central Carolina Tire Monofill,1616 McKoy Town Rd,Cameron,NC,28326,919-498-7422,35.2639653208,-79.1505456278,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,6eb39b1a-accc-4e2f-8525-751a085e16db,-8810998.7399,4199812.036
10510,Liberty Tire Recycling LLC,1616 McKoy Town Rd,Cameron,NC,28326,919-499-2301,35.2639653208,-79.1505456278,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5c564460-d6a1-4361-ac5b-dc8a5d1599af,-8810998.7399,4199812.036
10549,PRTI Inc,2105 US Hwy 1,Franklinton,NC,27525,919-272-4415,36.0669190956,-78.4822526512,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,a2ef7eeb-3faa-43c1-b969-9c789ba19d59,-8736604.6883,4309834.2316
10558,Guilford Cty Scrap Tire &amp; White Goods Collection Facility,2138 Bishop Rd,Greensboro,NC,27406,336-641-3792,35.9916464895,-79.8546905158,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,922c626f-fdca-44fd-9ebf-1408e0c17e05,-8889383.8183,4299472.9768
10606,Madison County Solid Waste HHW &amp; Landfill,271 Craig Rudisill Rd,​​Marshall,NC,28753,828-649-2311,35.8086792784,-82.7165851918,Yes,1,0,1,0,1,1,1,1,0,0,0,0,1,4,d635b5d6-0da5-4a11-9c82-00753cf24d27,-9207968.5702,4274328.7205
10662,New River Tire Recycling LLC,3412 E 52 Bypass,Pilot Mountain,NC,27041,276-728-0201,36.3837420025,-80.4548819055,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,440b0e57-2023-434d-9bc5-723a8def4122,-8956196.8408,4353553.9523
10769,Liberty Tire Recycling LLC,6322 Poplar Tent Rd,Concord,NC,28077,704-784-1210,35.4048864602,-80.681722419,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,24057efe-e1bc-46cc-953c-57aa71c3898a,-8981448.6126,4219041.582
10770,US Tire Recycling Partners LP,6322 Poplar Tent Rd,Concord,NC,28027,704-784-1210,35.4048864602,-80.681722419,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,870ae6df-83a8-4076-83ad-05a4d124d867,-8981448.6126,4219041.582
10789,Killy&#x27;s Tire,716 Broad St,Fuquay-Varina,NC,27526,919-609-3975,35.5922465251,-78.788172976,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,570e2afd-491d-42ef-913d-9b0eb7c49555,-8770659.5906,4244660.1668
10796,Person County Recycling Center,741 Martin St,Roxboro,NC,27573,336-599-7571,36.3910372129,-79.0045464679,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,b58bb9a1-d269-4d4d-8e40-067c3d731894,-8794746.1896,4354562.7482
10846,Aiken County Recycling Drop Off #6,102 Cedar Rd,Windsor,SC,29856,803-642-1533,33.4854756453,-81.5184933124,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,fb3eae62-dc04-4177-b95d-e5d70f506327,-9074597.5389,3959922.3178
10848,Poplar Hill Road Convenience Center,1029 Poplar Hill Rd,Ridgeville,SC,29472,843-688-5750,33.2216591779,-80.2804729848,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,4901ed50-d19c-4ece-8d15-04f66fc01be0,-8936781.7043,3924763.4662
10852,Solid Waste and Recycling Center,104 Simmonsville Rd,Bluffton,SC,29910,843-815-1520,32.2611173492,-80.8716392265,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,cdd5c986-2bab-4a6f-8236-304f73995b00,-9002590.0438,3797636.1729
10858,Allendale Drop-off Site,105 Miles Rd,Allendale,SC,29810,803-584-3438,32.9926913314,-81.2874695051,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,f4785c47-755f-402a-b282-7d35c3448c83,-9048880.0761,3894334.7466
10859,Eriez,106 Pitt St,Mount Pleasant,SC,29464,843-856-0456,32.7869300208,-79.8763414681,Yes,0,1,0,0,1,0,1,1,0,0,0,0,0,4,1d59942d-0738-42c7-a2da-615bdb144388,-8891793.9741,3867057.362
10860,Lake Wateree Recycling,10646 River Rd,Ridgeway,SC,29130,803-337-8237,34.3882899117,-80.810804683,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,a89d78c5-accc-455f-8491-433f4fa688c8,-8995817.9828,4081060.7081
10865,Alligator Road Convenience Center,1078 Alligator Rd,Cordesville,SC,29434,843-336-5005,33.1370267856,-79.8897990485,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,634a1e1a-c374-4fcc-a235-546f0ca8a168,-8893292.0673,3913506.9917
10867,Anderson County Recycling Center,109 King David Rd,Anderson,SC,29625,864-260-1001,34.5076109439,-82.6576425112,Yes,0,1,0,0,1,0,0,1,0,0,0,0,0,4,083b9c75-16ed-4558-937b-bb4272648bc6,-9201407.0908,4097168.0414
10873,Twin Chimneys Landfill,11075 Augusta Rd,Honea Path,SC,29654,864-243-9672,34.5394302939,-82.3162645577,Yes,1,0,0,0,1,0,0,1,0,0,0,0,1,4,47ae6cc9-27e5-4d9f-9d8e-40525f1c95f2,-9163405.0599,4101467.2815
10877,Calhoun County Scalehouse,112 Purple Martin Rd,St Matthews,SC,29135,803-874-1558,33.7267458558,-80.7605847446,Yes,1,0,0,0,1,0,1,1,0,0,1,0,1,4,7d0926c2-413f-4530-98ff-2c4058d04360,-8990227.5195,3992170.2993
10904,Enoree Convenience Center,1311 Anderson Ridge Rd,Greer,SC,29651,864-243-9672,34.8070341596,-82.1920189861,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,4,422a47eb-efd7-4abd-8d71-802032db4fce,-9149574.1037,4137689.5935
10910,Charleston County Landfill,1344 Bees Ferry Rd,Charleston,SC,29414,843-571-0929,32.8117352836,-80.1063493367,Yes,0,0,0,0,1,1,1,1,0,0,0,0,0,4,802f911f-6155-4438-bb4a-c87966e1f65c,-8917398.3406,3870342.3944
10911,Georgetown County Recycling,135 Veronica Rd,Georgetown,SC,29440,843-546-3730,33.2495009265,-79.3986531467,Yes,0,0,0,0,0,0,1,1,0,0,0,0,0,4,a9905080-6c4a-49ee-9d4f-85d3c382e7d5,-8838617.9399,3928468.923
10912,Barnwell County Recycling Center-Barnwell 3,1359 Seven Pines Rd,Barnwell,SC,29812,803-259-4583,33.2608006365,-81.4512174627,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,4,a5bb738f-fc38-4925-9b61-de007d0b000d,-9067108.4222,3929973.127
10913,Barnwell County Recycling Center-Barnwell 1,1360 Orchard Rd,Barnwell,SC,29853,803-259-4581,33.3077537913,-81.4061408275,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,4,28c2c2eb-ee4d-4055-837f-87d0717078ce,-9062090.5128,3936225.5981
10916,Sycamore Drop-off Site,139 Long Pond Rd,Ulmer,SC,29827,803-632-3430,33.0583115896,-81.2142565342,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,f8a3ab9d-3194-4561-817a-c84ddc92cbc0,-9040730.0434,3903047.2613
10920,Woodward Recycling Center,1419 Lewis Store Rd,Blackstock,SC,29014,803-581-8462,34.5175889588,-81.1949232565,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,b5210866-827d-4263-a7b2-71d23dc50718,-9038577.8803,4098516.041
10922,Charity Church Convenience Center,1430 Charity Church Rd,Huger,SC,29450,843-336-3111,33.0108740958,-79.81405589,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,a670ae4d-44a2-444f-81a8-7fe8c66e2126,-8884860.3743,3896748.2604
10924,Lake Monticello,1443 Ladds Rd,Blair,SC,29015,803-635-3615,34.3886391455,-81.3133716384,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,900bea5d-2983-4622-a821-5ef152231a2e,-9051763.4969,4081107.8157
10925,Jenkinsville Recycling Center,145 Fire Tower Circle,Jenkinsville,SC,29065,803-932-3431,34.2614736417,-81.2790294248,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,9b2235ab-838b-4ce5-a9c2-bdd3a5555122,-9047940.5374,4063966.7147
10927,Barton Drop-off Site,1485 Terry Rd,Barton,SC,29827,803-584-3438,32.9204301189,-81.2934668664,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,608e9562-7be9-4ff0-8576-d1b8cd4caabb,-9049547.6991,3884747.9926
10934,Barnwell County Solid Waste,155 Landfill Rd,Barnwell,SC,29812,803-541-1109,33.3189496031,-81.3356829627,Yes,1,0,0,0,1,0,1,1,1,0,1,0,1,4,cb85ea1f-f423-4019-b165-4fadb049e08a,-9054247.177,3937716.9748
10937,Wateree Convenience Center,1561 Wateree Dam Rd,Ridgeway,SC,29130,803-438-9101,34.3339470536,-80.7189882166,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,d1b85649-2d6d-4c2a-871a-337a5f90557a,-8985597.0172,4073732.4884
10941,Cherokee County Recycling Center,1602 Overbrook Dr,Gaffney,SC,29341,864-487-2760,35.0704037722,-81.6984891841,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,4,157bb7cf-4838-449e-bf0b-2106ab433a05,-9094634.6028,4173453.7833
10953,Huggins Garment,178 Huggins Garment Rd,Donalds,SC,29654,864-379-8300,34.3981985438,-82.3705227492,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,86e34d7e-65b5-488a-9b71-27c2114e33ab,-9169445.0551,4082397.4077
10955,Pineville Convenience Center,1818 Hwy 45,Pineville,SC,29468,843-567-2261,33.4289060314,-80.0039651504,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,9ffd3122-64e1-4717-b265-b782c55e2f1c,-8906000.9849,3952374.2985
10960,Winnsboro Recycling Center,1936 US Hwy 321 S,Winnsboro,SC,29180,803-635-3153,34.3377455981,-81.0853296986,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,91aebb7c-03b4-4586-baf2-d0dcb970a496,-9026377.9766,4074244.5719
10964,Ridgeway Recycling Center,1966 US Hwy 21 S,Ridgeway,SC,29130,803-337-3823,34.2814351557,-80.9506288746,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,cd98ff0c-3729-4f21-991a-59831841bc1e,-9011383.1447,4066655.6839
10965,SC Tire Processing,19674 Atomic Rd,Jackson,SC,29831,803-393-1098,33.3095624212,-81.7634218358,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,ddc786f2-b349-4978-8fc1-4fe05e73d9ed,-9101862.8645,3936466.5083
10967,Piedmont Convenience Center,200 Owens Rd,Piedmont,SC,29673,864-845-3466,34.6799590459,-82.4344064411,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,4,13e5892c-5da1-4c99-b04f-0d96a17343ea,-9176556.5589,4120474.3718
10968,Georgetown County Convenience-Andrews,201 Carberry St,Andrews,SC,29510,843-264-9265,33.4458259012,-79.5541118421,Yes,0,0,0,0,0,0,1,1,0,0,0,0,0,4,3ca524a5-5579-4aaa-a719-82c90e5ac615,-8855923.5289,3954631.3854
10975,Pickens County Recycling Table Rock Site,2047 Old Liberty Rd,Liberty,SC,29657,864-878-5823,34.8272715144,-82.6602937586,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,7b22eefc-3d38-4c75-9fc4-c65318d4fb03,-9201702.2284,4140433.6497
10977,Blair Recycling Center,208 Ashford Ferry Rd,Blair,SC,29015,803-635-8009,34.4493199855,-81.3007540677,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,48231853-ed4f-48f3-b0f2-0c5feab83257,-9050358.9154,4089296.3809
10978,Bamberg County Solid Waste-Olar,20954 Ehrhardt Rd,Olar,SC,29843,803-368-8091,33.219041446,-81.1766698848,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,3ab963f9-3f9b-47be-a368-2377da20b8c2,-9036545.9164,3924415.1295
10983,Shulerville Convenience Center,2115 Shulerville Rd,Jamestown,SC,29453,843-257-2127,33.2189284596,-79.6232528481,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,8b0f4f63-4371-41b4-be01-feb96690d4d8,-8863620.2716,3924400.1019
10985,Aiken County Recycling Drop Off #3,"2120 Williston Rd, Hwy 278",New Ellenton,SC,29803,803-642-7613,33.3925215004,-81.7184094359,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,fde8dad9-9194-4ace-9b01-e1a03e3be2f7,-9096852.106,3947522.1392
10988,Ranger Drive Convenience Center,2163 Ranger Dr,Cross,SC,29436,843-719-2383,33.3481637549,-80.1384146481,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,215557be-2d1d-408d-a084-5a30c2ab56ce,-8920967.8386,3941609.4533
10999,Chester County Landfill,2351 State Rd 44,Chester,SC,29706,803-377-1717,34.666142251,-81.0816495419,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,670b0657-bfb6-4cae-bd46-0959027ab73e,-9025968.3051,4118604.1728
11002,Clarendon County Landfill,2475 J W Rhames Rd,Manning,SC,29102,803-473-3357,33.6913459706,-80.3313602596,Yes,1,0,0,0,1,0,1,1,1,0,1,0,1,4,b5beaf33-c790-4b57-8d25-6d44a7cb18b9,-8942446.454,3987433.1248
11004,Shelton Recycling Center,257 Clayton Depot Rd,Blair,SC,29015,803-635-1642,34.4953042005,-81.4092848247,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,9563850e-a9ca-4861-984b-952ecec4f1bb,-9062440.5078,4095505.6749
11005,Hilton Head Solid Waste and Recycling,26 Summit Dr,Hilton Head Island,SC,29926,843-681-3731,32.2239740843,-80.6947375037,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,76b47eba-219b-45f4-bdca-bb3e53fc8528,-8982897.4282,3792747.5662
11016,Aiken County Recycling Drop Off #2,"29834, 458 Huber Clay Rd",Warrenville,SC,29851,803-642-7613,33.4856767798,-81.840025097,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8d1a6c1f-2f02-4360-8e9f-0086eab6efaf,-9110390.304,3959949.1624
11020,Kershaw County Solid Waste,3007 John G Richards Rd,Kershaw,SC,29067,803-475-7724,34.4078991834,-80.7429647241,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,14d4c6da-d9b1-423d-ac24-e0cb307e105c,-8988266.071,4083706.2172
11031,McGill Convenience Site,3103 Kershaw Country Club Rd,Kershaw,SC,29067,803-283-2101,34.4931348523,-80.6716245083,Yes,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1513fe42-efe7-4ec2-8e7d-dd51e418b0d0,-8980324.5126,4095212.6723
11038,Barnwell County Recycling Center-Blackville,3287 Healing Springs Rd,Blackville,SC,29817,803-284-3753,33.3993612071,-81.2880089164,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,4,55a3af4a-e7ca-40c4-ab20-a1671d99d3c9,-9048940.1252,3948434.1126
11049,Savanna Creek Convenience Center,3663 N Hwy 17 A,Bonneau,SC,29431,843-719-2383,33.2867920724,-79.7579883432,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,86ea7a49-6ce7-409e-9441-cf7e89fa306c,-8878618.9631,3933433.8429
11051,Echo Valley Convenience Center,3705 Geer Hwy,Marietta,SC,29690,864-243-9672,35.0532198247,-82.5178615368,Yes,1,0,0,0,1,0,0,1,0,0,0,0,1,4,4596ac62-08cf-4a37-b17a-bde7a977fd17,-9185846.7427,4171116.782
11053,O&#x27;Neal Residential Waste and Recycling Center,3769 Camp Rd,Greer,SC,29651,864-243-9672,35.0112791777,-82.2748232484,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,4,6552c395-6c3c-43c4-86e0-b5767cc293a6,-9158791.8359,4165414.9668
11054,Sharon Drop-off Site,396 Sherard Circle,Abbeville,SC,29620,864-446-0046,34.1201796004,-82.4054230646,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,db4431b5-61c3-4556-bf18-0601dfe46627,-9173330.14,4044951.534
11058,"Blackberry Valley Residential Waste, Recycling, and Convenience Center",409 Blackberry Valley Rd,Greenville,SC,29617,864-243-9672,34.9138420372,-82.4827273764,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,4,5a96f645-71a4-4a42-8d08-3746fb4a32e6,-9181935.6238,4152179.6933
11060,Liberty Tire Co,4112 Hwy 24,Anderson,SC,29626,864-224-6604,34.5081353306,-82.7431079574,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,e5d2184c-2767-4b03-8d64-280fc11bd580,-9210921.0635,4097238.8797
11071,Systech Environmental Corporation,467 Judge St,Harleyville,SC,29448,843-462-7141,33.2286524008,-80.4469772867,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,fa2b5266-15c7-4710-8275-983df74665da,-8955316.884,3925694.0813
11072,Mitford Recycling Center,4719 Wateree Rd,Winnsboro,SC,29180,803-482-6164,34.5000523036,-80.9229471474,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,c39b3bf5-b0cf-4000-b76b-87fc30fc9606,-9008301.6291,4096147.0134
11074,Ridge Recyclers Waste Tire Processing,490 Hwy 121,Johnston,SC,29832,803-275-5111,33.777790534,-81.835899161,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,82c8aa20-5541-479d-8f3b-7e1d95c40b24,-9109931.0084,3999004.4826
11082,Appleton Drop-off Site,506 Gill Rd,Appleton,SC,29810,803-584-3438,33.042159976,-81.3570512141,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,89a0471d-6423-4abd-8404-32df47896302,-9056625.8791,3900902.1812
11086,Simpsonville Convenience Center,517 Hipps Rd,Simpsonville,SC,29680,864-967-8821,34.6862686633,-82.2834722279,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4ccf0c75-7dee-44f0-9130-3154a324d27a,-9159754.6343,4121328.5298
11092,Fort Convenience Site,5330 J B Denton Rd,Lancaster,SC,29720,803-283-2101,34.5963214138,-80.8410311912,Yes,0,0,0,0,0,0,1,1,0,0,0,0,0,4,cf8028c8-5065-4623-93ed-6631f1e00e57,-8999182.7845,4109158.1714
11093,Aiken County Recycling Drop Off #1,537 Edgefield Rd,North Augusta,SC,29841,803-642-1533,33.539238124,-81.9422947488,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,a10d2bcd-e29c-4a77-9a8f-2658c083c6ff,-9121774.9132,3967100.3592
11097,Murrells Inlet Recycling Center,5455 Wesley Rd,Murrells Inlet,SC,29576,843-651-0872,33.5320729427,-79.0697993749,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,8350efef-5263-47e4-9397-b6daead4ceba,-8802010.096,3966143.4625
11101,Adger Recycling Center,5779 Old Airport Rd,Winnsboro,SC,29180,803-635-8009,34.4362193811,-81.1378175695,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,3e451768-6e4d-4ecb-839e-2ff0c85c5344,-9032220.9018,4087528.0199
11102,Lee County Recyling Center,58 Ashwood School Rd,Bishopville,SC,29010,803-428-4727,34.1070239875,-80.3160973529,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,4,90922147-2d79-486b-9fba-262bebe65de9,-8940747.3968,4043182.697
11109,Calhoun Falls Drop-off Site,5957 Old Calhoun Falls Rd,Calhoun Falls,SC,29628,864-391-3793,34.1081888798,-82.5595558882,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,e5172e2e-9852-414b-a97f-fd0791e16448,-9190488.1323,4043339.3016
11110,Pawleys Island Convenience Center,596 Grate Ave,Pawleys Island,SC,29585,843-237-1154,33.4435255676,-79.1366939951,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,812dd2df-6ee7-4de0-864f-75159e995574,-8809456.7728,3954324.5005
11113,Oakley Road Convenience Center,606 Oakley Rd,Moncks Corner,SC,29461,843-719-2383,33.130842367,-80.0404562588,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,cd04a691-ac5e-4a0c-912b-a9030c7917e4,-8910063.1562,3912684.8624
11115,Charleston County Recycling and Convenience Center,6380 Maxville Rd,Awendaw,SC,29429,843-720-7111,32.9862379345,-79.6448815735,Yes,0,0,0,0,1,1,1,1,0,0,0,0,0,4,fd88ad17-2743-4cff-8a11-b5e768790f5f,-8866027.9698,3893478.2753
11116,St. Helena Convenience Center,639 Sea Island Pkwy,St Helena Island,SC,29920,843-838-7277,32.3980744762,-80.5982714259,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,efb26a38-5363-471b-a9ec-f1d18632f6f9,-8972158.8712,3815679.0932
11119,Barnwell County Recycling Center-Barnwell 2,6640 Hwy 3,Barnwell,SC,29812,803-259-4580,33.1876966526,-81.3633623906,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,4,700e26f3-a9d7-4c39-8ef8-46f655f7116f,-9057328.4371,3920244.9917
11124,Tower Tire,7053 Savannah Hwy,Ravenel,SC,29470,843-889-0300,32.7684850019,-80.2882053418,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8a6fab92-cece-4955-b292-0e65bb356aaa,-8937642.4643,3864615.2263
11129,Bamberg County Solid Waste-Ehrhardt,739 State Rd S-5-93,Ehrhardt,SC,29081,803-267-2181,33.0550446135,-81.0965143812,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,da26ec34-3c86-4eb0-ab31-174981faeeb9,-9027623.043,3902613.3462
11131,Foreston Recycling Center,7598 Brewer Rd,Manning,SC,29102,803-505-6607,33.6022795245,-80.1042831932,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,662aa68f-79a3-4c1b-9fe6-ce217b2c0314,-8917168.3426,3975522.9665
11132,Martin Drop-off Site,7601 Augusta Hwy,Martin,SC,29836,803-584-3438,33.097900443,-81.5186920675,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,4,c5faf566-de50-446a-8dc1-f4eba9be0fa7,-9074619.6621,3908306.6807
11133,Barnwell County Recycling Center-Barnwell 4,7633 Hwy 64 E,Barnwell,SC,29812,803-259-4598,33.2229005264,-81.3400890819,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,4,25d77216-a7bd-4dcc-932a-b37de34304b5,-9054737.6636,3924928.6472
